"order_number","sales_channel","warehouse_code","procured_date","order_date","ship_date","delivery_date","currency_code","sales_team_id","customer_id","store_id","product_id","order_quantity","discount_applied","unit_cost","unit_price"
"SO - 0006946","In-Store","WARE-NBV1002","18/6/20","20/8/20","14/9/20","24/9/20","USD",10,35,71,19,8,0.1,"176.88","268"
"SO - 0006947","Online","WARE-MKL1006","10/3/20","20/8/20","26/8/20","27/8/20","USD",19,28,334,36,1,0.075,"2846.70","6056.80"
"SO - 0006948","Online","WARE-XYS1001","18/6/20","20/8/20","25/8/20","4/9/20","USD",18,21,44,7,2,0.05,"1262.95","1943.00"
"SO - 0006949","In-Store","WARE-XYS1001","10/3/20","20/8/20","24/8/20","30/8/20","USD",11,36,41,26,1,0.15,"954.08","1192.60"
"SO - 0006950","Distributor","WARE-NBV1002","18/6/20","20/8/20","25/8/20","2/9/20","USD",23,25,83,43,8,0.05,"1879.08","2539.30"
"SO - 0006951","In-Store","WARE-PUJ1005","18/6/20","20/8/20","3/9/20","9/9/20","USD",7,45,295,30,5,0.075,"712.88","1782.20"
"SO - 0006952","Distributor","WARE-PUJ1005","18/6/20","20/8/20","11/9/20","21/9/20","USD",24,27,274,32,4,0.075,"566.15","1132.30"
"SO - 0006953","Wholesale","WARE-UHY1004","10/3/20","20/8/20","31/8/20","10/9/20","USD",27,11,211,36,3,0.05,"592.95","1005.00"
"SO - 0006954","Online","WARE-XYS1001","10/3/20","20/8/20","8/9/20","16/9/20","USD",18,39,18,2,8,0.2,"616.27","978.2"
"SO - 0006955","Online","WARE-MKL1006","18/6/20","20/8/20","16/9/20","23/9/20","USD",12,49,340,4,2,0.15,"4580.99","6452.10"
"SO - 0006956","Distributor","WARE-PUJ1005","10/3/20","21/8/20","28/8/20","1/9/20","USD",22,31,306,5,7,0.075,"1360.10","1943.00"
"SO - 0006957","Wholesale","WARE-NBV1002","10/3/20","21/8/20","11/9/20","15/9/20","USD",25,11,64,28,7,0.075,"461.3","1025.10"
"SO - 0006958","Distributor","WARE-MKL1006","18/6/20","21/8/20","13/9/20","15/9/20","USD",22,12,335,28,4,0.1,"4196.88","5829.00"
"SO - 0006959","In-Store","WARE-UHY1004","18/6/20","21/8/20","14/9/20","23/9/20","USD",11,21,224,25,3,0.1,"621.76","1072.00"
"SO - 0006960","Wholesale","WARE-NBV1002","10/3/20","21/8/20","30/8/20","2/9/20","USD",28,7,82,28,7,0.05,"1698.25","2391.90"
"SO - 0006961","In-Store","WARE-MKL1006","18/6/20","21/8/20","3/9/20","13/9/20","USD",10,21,348,35,6,0.075,"2646.03","3624.70"
"SO - 0006962","In-Store","WARE-XYS1001","18/6/20","21/8/20","28/8/20","6/9/20","USD",8,34,1,23,8,0.05,"1251.29","2720.20"
"SO - 0006963","In-Store","WARE-NMK1003","10/3/20","21/8/20","3/9/20","11/9/20","USD",12,16,126,4,7,0.2,"4606.92","6398.50"
"SO - 0006964","Online","WARE-NMK1003","18/6/20","21/8/20","5/9/20","13/9/20","USD",15,4,88,24,8,0.1,"604.21","1118.90"
"SO - 0006965","In-Store","WARE-NMK1003","18/6/20","21/8/20","27/8/20","29/8/20","USD",1,45,181,25,6,0.2,"128.77","207.7"
"SO - 0006966","Distributor","WARE-PUJ1005","18/6/20","21/8/20","8/9/20","14/9/20","USD",22,29,310,39,4,0.2,"420.29","1025.10"
"SO - 0006967","Wholesale","WARE-UHY1004","10/3/20","22/8/20","19/9/20","22/9/20","USD",26,37,231,10,4,0.15,"3667.58","5393.50"
"SO - 0006968","In-Store","WARE-NBV1002","18/6/20","22/8/20","31/8/20","8/9/20","USD",9,29,72,47,2,0.075,"3319.92","3999.90"
"SO - 0006969","Wholesale","WARE-NMK1003","10/3/20","22/8/20","14/9/20","22/9/20","USD",27,15,154,36,3,0.15,"1653.83","2432.10"
"SO - 0006970","Online","WARE-MKL1006","10/3/20","22/8/20","11/9/20","12/9/20","USD",14,46,342,12,3,0.05,"3219.82","3879.30"
"SO - 0006971","Online","WARE-XYS1001","18/6/20","22/8/20","29/8/20","6/9/20","USD",15,20,17,36,1,0.075,"119.39","221.1"
"SO - 0006972","Online","WARE-NBV1002","18/6/20","22/8/20","28/8/20","6/9/20","USD",18,43,66,1,4,0.1,"748.73","998.3"
"SO - 0006973","Wholesale","WARE-XYS1001","10/3/20","23/8/20","25/8/20","27/8/20","USD",28,3,14,41,7,0.075,"849.23","1132.30"
"SO - 0006974","Online","WARE-UHY1004","18/6/20","23/8/20","12/9/20","22/9/20","USD",13,6,228,26,8,0.1,"158.79","201"
"SO - 0006975","In-Store","WARE-UHY1004","18/6/20","23/8/20","29/8/20","3/9/20","USD",9,29,211,13,1,0.2,"492.05","683.4"
"SO - 0006976","In-Store","WARE-XYS1001","10/3/20","23/8/20","8/9/20","16/9/20","USD",3,14,17,26,1,0.05,"3334.59","5293.00"
"SO - 0006977","In-Store","WARE-NMK1003","18/6/20","23/8/20","27/8/20","1/9/20","USD",7,5,123,15,1,0.4,"73.7","167.5"
"SO - 0006978","In-Store","WARE-NMK1003","10/3/20","23/8/20","18/9/20","24/9/20","USD",2,16,103,19,1,0.1,"3288.36","5480.60"
"SO - 0006979","Distributor","WARE-NBV1002","18/6/20","23/8/20","3/9/20","8/9/20","USD",21,20,68,22,7,0.4,"2482.35","3819.00"
"SO - 0006980","Online","WARE-UHY1004","18/6/20","23/8/20","7/9/20","9/9/20","USD",17,43,257,46,4,0.4,"3429.46","6016.60"
"SO - 0006981","Distributor","WARE-NBV1002","18/6/20","24/8/20","19/9/20","20/9/20","USD",23,26,60,10,4,0.4,"543.3","1025.10"
"SO - 0006982","Online","WARE-UHY1004","10/3/20","24/8/20","30/8/20","2/9/20","USD",14,45,246,24,5,0.075,"1861.93","2659.90"
"SO - 0006983","In-Store","WARE-UHY1004","10/3/20","24/8/20","6/9/20","16/9/20","USD",8,12,242,2,8,0.05,"2997.38","3892.70"
"SO - 0006984","Online","WARE-UHY1004","18/6/20","24/8/20","8/9/20","11/9/20","USD",19,37,223,39,4,0.1,"473.82","911.2"
"SO - 0006985","Distributor","WARE-UHY1004","10/3/20","24/8/20","6/9/20","11/9/20","USD",23,41,254,10,2,0.3,"745.04","1862.60"
"SO - 0006986","Wholesale","WARE-UHY1004","10/3/20","24/8/20","28/8/20","31/8/20","USD",28,15,214,45,5,0.05,"139.16","207.7"
"SO - 0006987","Online","WARE-UHY1004","10/3/20","24/8/20","31/8/20","3/9/20","USD",18,22,248,28,1,0.075,"1634.93","1969.80"
"SO - 0006988","In-Store","WARE-UHY1004","18/6/20","24/8/20","11/9/20","17/9/20","USD",5,14,204,37,4,0.075,"462.9","944.7"
"SO - 0006989","Online","WARE-XYS1001","10/3/20","24/8/20","10/9/20","11/9/20","USD",18,6,44,33,4,0.05,"535.87","864.3"
"SO - 0006990","Distributor","WARE-PUJ1005","18/6/20","25/8/20","20/9/20","25/9/20","USD",24,47,272,33,2,0.075,"1512.32","2291.40"
"SO - 0006991","In-Store","WARE-XYS1001","10/3/20","25/8/20","12/9/20","17/9/20","USD",9,11,46,1,3,0.15,"894.52","1132.30"
"SO - 0006992","Wholesale","WARE-UHY1004","10/3/20","25/8/20","10/9/20","19/9/20","USD",26,2,247,38,4,0.05,"77.72","194.3"
"SO - 0006993","Online","WARE-UHY1004","18/6/20","25/8/20","5/9/20","13/9/20","USD",16,38,227,5,7,0.1,"153.7","247.9"
"SO - 0006994","Wholesale","WARE-MKL1006","18/6/20","25/8/20","9/9/20","12/9/20","USD",26,28,344,22,8,0.05,"623.1","1038.50"
"SO - 0006995","Wholesale","WARE-UHY1004","18/6/20","25/8/20","14/9/20","23/9/20","USD",26,49,257,44,4,0.4,"895.46","1105.50"
"SO - 0006996","Wholesale","WARE-UHY1004","10/3/20","25/8/20","13/9/20","23/9/20","USD",26,11,256,27,1,0.05,"103.11","180.9"
"SO - 0006997","In-Store","WARE-NMK1003","18/6/20","25/8/20","20/9/20","28/9/20","USD",10,9,200,28,1,0.05,"3279.78","5654.80"
"SO - 0006998","In-Store","WARE-NMK1003","18/6/20","25/8/20","2/9/20","10/9/20","USD",10,35,154,40,7,0.2,"1757.75","3906.10"
"SO - 0006999","In-Store","WARE-PUJ1005","18/6/20","25/8/20","5/9/20","7/9/20","USD",9,32,264,21,8,0.075,"780.22","917.9"
"SO - 0007000","Online","WARE-NMK1003","10/3/20","25/8/20","30/8/20","2/9/20","USD",18,16,178,13,7,0.2,"2121.96","2619.70"
"SO - 0007001","Online","WARE-PUJ1005","18/6/20","26/8/20","9/9/20","18/9/20","USD",12,47,326,45,6,0.075,"512.95","777.2"
"SO - 0007002","Online","WARE-NMK1003","18/6/20","26/8/20","10/9/20","16/9/20","USD",16,23,196,26,8,0.15,"603.6","958.1"
"SO - 0007003","Distributor","WARE-NBV1002","10/3/20","26/8/20","14/9/20","21/9/20","USD",21,20,76,11,8,0.05,"123.01","227.8"
"SO - 0007004","Online","WARE-PUJ1005","18/6/20","26/8/20","20/9/20","29/9/20","USD",18,1,286,24,1,0.05,"1321.78","1835.80"
"SO - 0007005","In-Store","WARE-MKL1006","10/3/20","27/8/20","12/9/20","16/9/20","USD",1,4,356,34,8,0.3,"455.2","1058.60"
"SO - 0007006","In-Store","WARE-UHY1004","18/6/20","27/8/20","22/9/20","26/9/20","USD",9,29,226,2,2,0.15,"3575.19","5674.90"
"SO - 0007007","In-Store","WARE-NBV1002","18/6/20","27/8/20","19/9/20","28/9/20","USD",1,36,80,34,1,0.15,"1691.42","1989.90"
"SO - 0007008","In-Store","WARE-NBV1002","18/6/20","27/8/20","12/9/20","17/9/20","USD",8,16,86,24,8,0.075,"93.8","234.5"
"SO - 0007009","Distributor","WARE-NMK1003","10/3/20","27/8/20","6/9/20","16/9/20","USD",22,34,150,27,1,0.15,"664.64","1038.50"
"SO - 0007010","In-Store","WARE-XYS1001","18/6/20","27/8/20","7/9/20","14/9/20","USD",9,30,49,14,5,0.05,"577.81","1031.80"
"SO - 0007011","Online","WARE-NMK1003","18/6/20","27/8/20","31/8/20","4/9/20","USD",13,23,151,33,7,0.05,"1515.41","3524.20"
"SO - 0007012","Wholesale","WARE-UHY1004","10/3/20","27/8/20","15/9/20","19/9/20","USD",26,45,245,24,4,0.1,"1069.45","2324.90"
"SO - 0007013","Online","WARE-NMK1003","10/3/20","27/8/20","7/9/20","15/9/20","USD",12,35,116,47,7,0.05,"368.5","737"
"SO - 0007014","Distributor","WARE-XYS1001","18/6/20","27/8/20","22/9/20","27/9/20","USD",24,23,26,1,8,0.05,"502.5","1005.00"
"SO - 0007015","Online","WARE-MKL1006","18/6/20","27/8/20","15/9/20","22/9/20","USD",13,19,329,47,4,0.075,"911.2","1139.00"
"SO - 0007016","In-Store","WARE-UHY1004","10/3/20","27/8/20","1/9/20","6/9/20","USD",5,42,212,28,3,0.1,"813.11","1098.80"
"SO - 0007017","Wholesale","WARE-PUJ1005","18/6/20","27/8/20","29/8/20","1/9/20","USD",26,2,272,5,8,0.2,"2486.71","3825.70"
"SO - 0007018","Distributor","WARE-UHY1004","18/6/20","28/8/20","20/9/20","26/9/20","USD",21,12,211,38,6,0.3,"74.17","180.9"
"SO - 0007019","Wholesale","WARE-NMK1003","10/3/20","28/8/20","17/9/20","21/9/20","USD",27,42,107,24,8,0.05,"578.88","964.8"
"SO - 0007020","Online","WARE-MKL1006","18/6/20","28/8/20","12/9/20","17/9/20","USD",16,20,337,26,4,0.075,"1267.71","2485.70"
"SO - 0007021","Online","WARE-NMK1003","18/6/20","29/8/20","24/9/20","28/9/20","USD",17,46,143,41,4,0.05,"141.5","214.4"
"SO - 0007022","Online","WARE-PUJ1005","10/3/20","29/8/20","2/9/20","7/9/20","USD",16,9,311,40,2,0.05,"1556.54","2432.10"
"SO - 0007023","Online","WARE-XYS1001","10/3/20","29/8/20","18/9/20","28/9/20","USD",14,34,22,27,4,0.05,"626.58","1118.90"
"SO - 0007024","In-Store","WARE-XYS1001","18/6/20","29/8/20","1/9/20","5/9/20","USD",8,13,41,4,3,0.15,"561.39","891.1"
"SO - 0007025","Online","WARE-UHY1004","18/6/20","29/8/20","10/9/20","20/9/20","USD",19,18,210,22,1,0.1,"1043.99","2485.70"
"SO - 0007026","In-Store","WARE-NMK1003","10/3/20","29/8/20","18/9/20","22/9/20","USD",1,44,102,33,7,0.05,"692.51","1018.40"
"SO - 0007027","In-Store","WARE-XYS1001","10/3/20","29/8/20","9/9/20","14/9/20","USD",5,27,33,14,8,0.05,"1799.89","2465.60"
"SO - 0007028","In-Store","WARE-NMK1003","18/6/20","29/8/20","11/9/20","14/9/20","USD",6,44,112,14,3,0.2,"3034.83","3993.20"
"SO - 0007029","In-Store","WARE-NMK1003","18/6/20","29/8/20","21/9/20","26/9/20","USD",4,7,146,43,1,0.05,"2247.85","3685.00"
"SO - 0007030","Distributor","WARE-PUJ1005","10/3/20","29/8/20","20/9/20","26/9/20","USD",24,48,309,18,6,0.3,"1919.15","2284.70"
"SO - 0007031","In-Store","WARE-NMK1003","18/6/20","29/8/20","19/9/20","22/9/20","USD",9,13,191,23,6,0.075,"1927.46","3323.20"
"SO - 0007032","Online","WARE-PUJ1005","18/6/20","30/8/20","10/9/20","13/9/20","USD",13,4,328,17,3,0.3,"431.48","1078.70"
"SO - 0007033","Online","WARE-NMK1003","10/3/20","30/8/20","27/9/20","5/10/20","USD",20,38,88,46,5,0.075,"606.22","1045.20"
"SO - 0007034","Online","WARE-PUJ1005","10/3/20","30/8/20","9/9/20","18/9/20","USD",13,35,271,30,7,0.05,"1931.95","2646.50"
"SO - 0007035","Online","WARE-PUJ1005","18/6/20","30/8/20","16/9/20","23/9/20","USD",19,27,300,28,1,0.2,"1786.62","2666.60"
"SO - 0007036","Distributor","WARE-NMK1003","18/6/20","30/8/20","9/9/20","19/9/20","USD",21,1,106,25,1,0.3,"831.34","1889.40"
"SO - 0007037","In-Store","WARE-NMK1003","18/6/20","30/8/20","13/9/20","22/9/20","USD",1,41,158,13,3,0.1,"1296.05","2492.40"
"SO - 0007038","Online","WARE-NMK1003","18/6/20","30/8/20","10/9/20","15/9/20","USD",15,5,102,31,8,0.05,"896.19","1179.20"
"SO - 0007039","Wholesale","WARE-XYS1001","18/6/20","31/8/20","28/9/20","7/10/20","USD",26,48,40,47,6,0.05,"1530.01","2318.20"
"SO - 0007040","In-Store","WARE-MKL1006","10/3/20","31/8/20","8/9/20","15/9/20","USD",6,15,341,11,4,0.075,"2831.76","3584.50"
"SO - 0007041","In-Store","WARE-NBV1002","18/6/20","31/8/20","21/9/20","22/9/20","USD",7,30,80,35,4,0.05,"1879.95","3999.90"
"SO - 0007042","In-Store","WARE-XYS1001","18/6/20","31/8/20","2/9/20","10/9/20","USD",1,5,11,36,1,0.075,"1677.14","1996.60"
"SO - 0007043","In-Store","WARE-PUJ1005","18/6/20","31/8/20","16/9/20","20/9/20","USD",3,7,276,22,6,0.1,"826.58","1132.30"
"SO - 0007044","Distributor","WARE-NMK1003","18/6/20","31/8/20","21/9/20","26/9/20","USD",21,18,201,31,1,0.05,"1413.43","1963.10"
"SO - 0007045","Distributor","WARE-MKL1006","18/6/20","31/8/20","6/9/20","16/9/20","USD",22,44,356,8,4,0.1,"1611.69","1896.10"
"SO - 0007046","In-Store","WARE-NBV1002","18/6/20","31/8/20","16/9/20","25/9/20","USD",9,11,76,27,3,0.15,"538.68","804"
"SO - 0007047","Online","WARE-NBV1002","10/3/20","31/8/20","6/9/20","15/9/20","USD",19,11,63,1,1,0.1,"128.91","174.2"
"SO - 0007048","Wholesale","WARE-UHY1004","10/3/20","31/8/20","17/9/20","27/9/20","USD",28,4,251,18,8,0.05,"1688.27","3926.20"
"SO - 0007049","In-Store","WARE-UHY1004","18/6/20","31/8/20","7/9/20","16/9/20","USD",11,1,229,9,2,0.1,"141.1","180.9"
"SO - 0007050","Distributor","WARE-NMK1003","10/3/20","31/8/20","8/9/20","11/9/20","USD",23,8,114,13,1,0.1,"152.76","254.6"
"SO - 0007051","Online","WARE-MKL1006","18/6/20","1/9/20","17/9/20","24/9/20","USD",17,28,342,41,4,0.15,"566.15","1132.30"
"SO - 0007052","In-Store","WARE-NMK1003","18/6/20","1/9/20","22/9/20","23/9/20","USD",4,37,168,13,6,0.1,"166.29","227.8"
"SO - 0007053","In-Store","WARE-NMK1003","10/3/20","1/9/20","3/9/20","7/9/20","USD",7,13,144,18,4,0.2,"1422.34","2003.30"
"SO - 0007054","In-Store","WARE-XYS1001","18/6/20","1/9/20","25/9/20","28/9/20","USD",10,48,4,11,1,0.1,"1818.65","2525.90"
"SO - 0007055","Distributor","WARE-XYS1001","18/6/20","1/9/20","14/9/20","19/9/20","USD",21,34,26,33,5,0.075,"2178.10","3691.70"
"SO - 0007056","Distributor","WARE-UHY1004","10/3/20","1/9/20","22/9/20","29/9/20","USD",20,5,209,41,2,0.1,"1145.37","1762.10"
"SO - 0007057","Distributor","WARE-PUJ1005","18/6/20","2/9/20","16/9/20","26/9/20","USD",21,20,261,29,8,0.2,"436.64","891.1"
"SO - 0007058","Online","WARE-NMK1003","18/6/20","2/9/20","21/9/20","1/10/20","USD",16,10,112,39,2,0.1,"567.49","1031.80"
"SO - 0007059","Online","WARE-UHY1004","10/3/20","2/9/20","28/9/20","5/10/20","USD",14,21,245,10,2,0.4,"495.73","1011.70"
"SO - 0007060","Online","WARE-UHY1004","18/6/20","2/9/20","29/9/20","30/9/20","USD",17,42,217,28,8,0.075,"481.86","777.2"
"SO - 0007061","Wholesale","WARE-NMK1003","18/6/20","2/9/20","6/9/20","13/9/20","USD",26,23,168,36,6,0.1,"2209.66","2599.60"
"SO - 0007062","Online","WARE-PUJ1005","10/3/20","2/9/20","7/9/20","16/9/20","USD",17,22,327,24,2,0.075,"4205.19","5922.80"
"SO - 0007063","Online","WARE-UHY1004","18/6/20","3/9/20","26/9/20","30/9/20","USD",18,27,251,42,5,0.4,"423.98","757.1"
"SO - 0007064","Online","WARE-NMK1003","18/6/20","3/9/20","5/9/20","7/9/20","USD",12,7,167,32,2,0.075,"2075.73","3008.30"
"SO - 0007065","Distributor","WARE-NMK1003","18/6/20","3/9/20","17/9/20","23/9/20","USD",23,46,140,28,5,0.15,"195.84","247.9"
"SO - 0007066","In-Store","WARE-PUJ1005","10/3/20","3/9/20","21/9/20","28/9/20","USD",4,9,302,7,7,0.075,"1299.53","2499.10"
"SO - 0007067","Online","WARE-XYS1001","18/6/20","3/9/20","14/9/20","19/9/20","USD",17,11,11,44,2,0.1,"1192.73","2592.90"
"SO - 0007068","In-Store","WARE-NBV1002","18/6/20","3/9/20","5/9/20","12/9/20","USD",2,32,87,45,4,0.4,"1865.28","2331.60"
"SO - 0007069","Online","WARE-PUJ1005","10/3/20","3/9/20","27/9/20","1/10/20","USD",14,48,302,38,7,0.075,"161.6","241.2"
"SO - 0007070","Online","WARE-NMK1003","18/6/20","3/9/20","26/9/20","6/10/20","USD",14,34,143,28,5,0.05,"846.61","1045.20"
"SO - 0007071","Distributor","WARE-MKL1006","18/6/20","3/9/20","19/9/20","24/9/20","USD",20,9,332,29,8,0.05,"763.13","897.8"
"SO - 0007072","Online","WARE-NBV1002","18/6/20","4/9/20","8/9/20","12/9/20","USD",17,28,59,7,8,0.4,"1156.62","1896.10"
"SO - 0007073","Online","WARE-UHY1004","18/6/20","4/9/20","12/9/20","21/9/20","USD",19,1,245,27,6,0.1,"758.78","1011.70"
"SO - 0007074","In-Store","WARE-NMK1003","10/3/20","4/9/20","18/9/20","25/9/20","USD",3,17,94,22,6,0.075,"205.76","247.9"
"SO - 0007075","Wholesale","WARE-NMK1003","18/6/20","4/9/20","14/9/20","23/9/20","USD",26,42,132,38,8,0.075,"740.35","1139.00"
"SO - 0007076","In-Store","WARE-PUJ1005","18/6/20","4/9/20","18/9/20","25/9/20","USD",7,50,322,16,5,0.05,"933.98","1098.80"
"SO - 0007077","In-Store","WARE-NMK1003","18/6/20","4/9/20","19/9/20","28/9/20","USD",11,37,197,1,8,0.075,"167.23","214.4"
"SO - 0007078","In-Store","WARE-PUJ1005","18/6/20","4/9/20","1/10/20","6/10/20","USD",8,9,318,16,8,0.075,"202.61","241.2"
"SO - 0007079","Online","WARE-XYS1001","18/6/20","4/9/20","6/9/20","11/9/20","USD",17,33,51,31,2,0.05,"2363.43","2847.50"
"SO - 0007080","Distributor","WARE-MKL1006","10/3/20","4/9/20","6/9/20","16/9/20","USD",21,39,353,27,7,0.15,"482.94","710.2"
"SO - 0007081","In-Store","WARE-NMK1003","18/6/20","4/9/20","26/9/20","4/10/20","USD",5,45,92,13,1,0.15,"646.95","911.2"
"SO - 0007082","In-Store","WARE-XYS1001","18/6/20","4/9/20","15/9/20","23/9/20","USD",2,29,24,47,3,0.4,"2375.55","3711.80"
"SO - 0007083","Distributor","WARE-PUJ1005","18/6/20","5/9/20","13/9/20","19/9/20","USD",25,2,278,31,2,0.075,"538.01","978.2"
"SO - 0007084","In-Store","WARE-UHY1004","10/3/20","5/9/20","11/9/20","18/9/20","USD",2,4,256,42,3,0.075,"1599.42","2499.10"
"SO - 0007085","In-Store","WARE-NMK1003","10/3/20","5/9/20","18/9/20","24/9/20","USD",5,42,194,24,6,0.05,"2186.68","5085.30"
"SO - 0007086","Online","WARE-XYS1001","18/6/20","5/9/20","20/9/20","24/9/20","USD",17,18,5,47,8,0.3,"1219.40","2345.00"
"SO - 0007087","Distributor","WARE-PUJ1005","18/6/20","5/9/20","21/9/20","22/9/20","USD",23,6,299,45,8,0.075,"1605.19","2432.10"
"SO - 0007088","Wholesale","WARE-XYS1001","10/3/20","5/9/20","22/9/20","2/10/20","USD",26,41,30,25,4,0.1,"2631.09","3986.50"
"SO - 0007089","Distributor","WARE-MKL1006","10/3/20","5/9/20","12/9/20","21/9/20","USD",22,1,347,15,7,0.05,"1698.05","2358.40"
"SO - 0007090","In-Store","WARE-NMK1003","10/3/20","5/9/20","21/9/20","23/9/20","USD",11,50,109,24,7,0.05,"1172.50","2345.00"
"SO - 0007091","In-Store","WARE-UHY1004","18/6/20","5/9/20","3/10/20","11/10/20","USD",4,2,218,35,6,0.1,"3670.06","6438.70"
"SO - 0007092","In-Store","WARE-XYS1001","18/6/20","5/9/20","18/9/20","27/9/20","USD",7,43,34,18,7,0.2,"3069.61","5581.10"
"SO - 0007093","In-Store","WARE-XYS1001","18/6/20","6/9/20","3/10/20","13/10/20","USD",6,40,48,21,6,0.075,"120.6","241.2"
"SO - 0007094","In-Store","WARE-NMK1003","18/6/20","6/9/20","30/9/20","5/10/20","USD",2,8,129,22,5,0.05,"707.05","1159.10"
"SO - 0007095","In-Store","WARE-PUJ1005","18/6/20","6/9/20","25/9/20","5/10/20","USD",4,18,320,7,8,0.1,"1680.36","2800.60"
"SO - 0007096","In-Store","WARE-NBV1002","10/3/20","6/9/20","2/10/20","7/10/20","USD",5,39,75,28,8,0.05,"485.88","991.6"
"SO - 0007097","Distributor","WARE-NBV1002","18/6/20","6/9/20","13/9/20","21/9/20","USD",23,29,80,28,1,0.15,"818.07","1105.50"
"SO - 0007098","Online","WARE-XYS1001","18/6/20","6/9/20","23/9/20","2/10/20","USD",13,21,27,36,5,0.05,"865.64","1139.00"
"SO - 0007099","Distributor","WARE-XYS1001","18/6/20","6/9/20","3/10/20","9/10/20","USD",23,42,2,10,1,0.075,"1598.75","3899.40"
"SO - 0007100","Distributor","WARE-XYS1001","18/6/20","6/9/20","25/9/20","4/10/20","USD",24,33,57,33,2,0.1,"851.57","1038.50"
"SO - 0007101","Wholesale","WARE-UHY1004","18/6/20","7/9/20","26/9/20","3/10/20","USD",28,7,205,29,4,0.075,"93.8","167.5"
"SO - 0007102","Online","WARE-PUJ1005","10/3/20","7/9/20","4/10/20","13/10/20","USD",18,20,268,45,4,0.1,"1947.29","2318.20"
"SO - 0007103","In-Store","WARE-NMK1003","18/6/20","7/9/20","29/9/20","7/10/20","USD",7,17,96,6,8,0.1,"2869.28","3825.70"
"SO - 0007104","In-Store","WARE-MKL1006","18/6/20","7/9/20","13/9/20","18/9/20","USD",2,16,352,32,3,0.05,"117.25","234.5"
"SO - 0007105","In-Store","WARE-UHY1004","18/6/20","7/9/20","17/9/20","22/9/20","USD",2,6,243,40,1,0.05,"451.04","1025.10"
"SO - 0007106","In-Store","WARE-XYS1001","18/6/20","7/9/20","15/9/20","20/9/20","USD",12,43,33,2,7,0.4,"159.33","194.3"
"SO - 0007107","In-Store","WARE-NMK1003","18/6/20","7/9/20","22/9/20","25/9/20","USD",6,48,143,36,4,0.075,"3360.72","5092.00"
"SO - 0007108","Online","WARE-NBV1002","10/3/20","7/9/20","2/10/20","4/10/20","USD",16,32,67,21,7,0.15,"819.48","1011.70"
"SO - 0007109","Distributor","WARE-NMK1003","10/3/20","7/9/20","27/9/20","4/10/20","USD",21,47,153,40,4,0.1,"515.7","1199.30"
"SO - 0007110","In-Store","WARE-PUJ1005","18/6/20","7/9/20","2/10/20","4/10/20","USD",3,19,302,23,2,0.05,"2383.86","3973.10"
"SO - 0007111","In-Store","WARE-NMK1003","18/6/20","7/9/20","4/10/20","6/10/20","USD",3,31,168,21,6,0.075,"439.52","1072.00"
"SO - 0007112","In-Store","WARE-NMK1003","18/6/20","7/9/20","25/9/20","2/10/20","USD",5,10,161,27,3,0.075,"2440.21","3169.10"
"SO - 0007113","In-Store","WARE-NMK1003","18/6/20","8/9/20","1/10/20","11/10/20","USD",10,43,192,7,2,0.05,"763.53","991.6"
"SO - 0007114","Online","WARE-XYS1001","18/6/20","8/9/20","12/9/20","16/9/20","USD",13,2,47,31,4,0.05,"157.38","194.3"
"SO - 0007115","In-Store","WARE-MKL1006","18/6/20","8/9/20","26/9/20","5/10/20","USD",3,34,337,45,7,0.15,"2914.50","3886.00"
"SO - 0007116","Online","WARE-NBV1002","18/6/20","8/9/20","2/10/20","5/10/20","USD",13,12,64,13,4,0.15,"728.96","1139.00"
"SO - 0007117","Wholesale","WARE-NBV1002","18/6/20","8/9/20","2/10/20","5/10/20","USD",26,15,77,26,7,0.1,"107.13","261.3"
"SO - 0007118","Distributor","WARE-UHY1004","18/6/20","8/9/20","18/9/20","25/9/20","USD",21,20,233,13,8,0.2,"660.69","1159.10"
"SO - 0007119","Online","WARE-MKL1006","18/6/20","8/9/20","18/9/20","19/9/20","USD",14,47,348,40,6,0.05,"142.58","254.6"
"SO - 0007120","Online","WARE-UHY1004","18/6/20","9/9/20","14/9/20","19/9/20","USD",16,36,248,24,6,0.075,"4378.58","5212.60"
"SO - 0007121","Distributor","WARE-NBV1002","18/6/20","9/9/20","18/9/20","27/9/20","USD",23,18,66,18,1,0.075,"611.71","1112.20"
"SO - 0007122","Online","WARE-NMK1003","10/3/20","9/9/20","22/9/20","25/9/20","USD",12,43,199,19,5,0.15,"849.83","1011.70"
"SO - 0007123","In-Store","WARE-XYS1001","18/6/20","9/9/20","17/9/20","24/9/20","USD",12,38,8,41,3,0.05,"532.65","1005.00"
"SO - 0007124","In-Store","WARE-NMK1003","18/6/20","10/9/20","23/9/20","29/9/20","USD",8,39,123,25,8,0.1,"1815.16","3490.70"
"SO - 0007125","Online","WARE-PUJ1005","18/6/20","10/9/20","20/9/20","26/9/20","USD",16,39,302,11,1,0.2,"3921.31","6224.30"
