"as_of_year","respondent_id","agency_name","agency_abbr","agency_code","loan_type_name","loan_type","property_type_name","property_type","loan_purpose_name","loan_purpose","owner_occupancy_name","owner_occupancy","loan_amount_000s","preapproval_name","preapproval","action_taken_name","action_taken","msamd_name","msamd","state_name","state_abbr","state_code","county_name","county_code","census_tract_number","applicant_ethnicity_name","applicant_ethnicity","co_applicant_ethnicity_name","co_applicant_ethnicity","applicant_race_name_1","applicant_race_1","applicant_race_name_2","applicant_race_2","applicant_race_name_3","applicant_race_3","applicant_race_name_4","applicant_race_4","applicant_race_name_5","applicant_race_5","co_applicant_race_name_1","co_applicant_race_1","co_applicant_race_name_2","co_applicant_race_2","co_applicant_race_name_3","co_applicant_race_3","co_applicant_race_name_4","co_applicant_race_4","co_applicant_race_name_5","co_applicant_race_5","applicant_sex_name","applicant_sex","co_applicant_sex_name","co_applicant_sex","applicant_income_000s","purchaser_type_name","purchaser_type","denial_reason_name_1","denial_reason_1","denial_reason_name_2","denial_reason_2","denial_reason_name_3","denial_reason_3","rate_spread","hoepa_status_name","hoepa_status","lien_status_name","lien_status","edit_status_name","edit_status","sequence_number","population","minority_population","hud_median_family_income","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","application_date_indicator"
2017,"75-2838184","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,275,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,84,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
2017,"2888798","Federal Reserve System","FRS",2,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,253,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,118,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
2017,"75-2695327","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,140,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,85,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
2017,"24465","National Credit Union Administration","NCUA",5,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,NA,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,77000,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,3.65,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
2017,"20-2470783","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,260,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,8,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,147,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,50,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,69,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,75,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,148,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9507,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,74,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,4377,34.29000092,81400,78.76999664,1177,1915,NA
2017,"76-0503625","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,133,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9507,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,79,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,4377,34.29000092,81400,78.76999664,1177,1915,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,144,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9507,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,75,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,4377,34.29000092,81400,78.76999664,1177,1915,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,108,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9507,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,35,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,4377,34.29000092,81400,78.76999664,1177,1915,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,237,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9507,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,77,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,4377,34.29000092,81400,78.76999664,1177,1915,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,217,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9507,"Hispanic or Latino",1,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,272,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,4377,34.29000092,81400,78.76999664,1177,1915,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,142,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9507,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,105,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,4377,34.29000092,81400,78.76999664,1177,1915,NA
2017,"13-6131491","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,216,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,66,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,1.91,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,126,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,33,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"664756","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home improvement",2,"Owner-occupied as a principal dwelling",1,100,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,70,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,156,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,64,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,60,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,52,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,2.02,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"24080","Office of the Comptroller of the Currency","OCC",1,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,205,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,101,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"57-1175755","Department of Housing and Urban Development","HUD",7,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,162,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,43,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,248,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,97,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"46-2888046","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home improvement",2,"Owner-occupied as a principal dwelling",1,169,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,53,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"480228","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,102,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,131,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,111,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,52,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"43-1965151","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,242,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,67,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"24465","National Credit Union Administration","NCUA",5,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,NA,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,172000,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,4.15,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"20-0353048","Department of Housing and Urban Development","HUD",7,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,159,"Preapproval was requested",1,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Hispanic or Latino",1,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,57,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,190,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,96,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"2888798","Federal Reserve System","FRS",2,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,430,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Male",1,226,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"20-8745846","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,51,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,NA,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,1.75,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
