"Marital.status","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"Single",1,171,1,"Secondary education",138,1,3,"Administrative staff","Other",147.5,1,0,0,1,0,1,19,0,6,12,12,12,13.6666666666667,0,4,11,12,11,14.1666666666667,0,8.9,1.4,3.51,"Graduate"
"Single",1,9085,1,"Secondary education",163,37,37,"Unskilled worker","Unskilled worker",150.8,1,0,0,1,0,0,19,1,0,6,13,6,16,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,"Graduate"
"Single",1,8014,0,"Secondary education dropout",133.1,19,19,"Other","Other",131.5,0,0,1,1,0,1,39,0,0,6,9,6,11.8333333333333,0,0,6,9,4,13.75,0,11.1,0.6,2.02,"Graduate"
"Single",1,9070,1,"Secondary education",144,1,1,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",127.2,1,0,0,1,0,1,20,0,0,6,6,6,12.6666666666667,0,0,6,8,6,13,0,10.8,1.4,1.74,"Graduate"
"Single",1,9070,1,"Secondary education",118,38,19,"Unskilled worker","Intermediate Level Technicians and Professions",111,1,0,0,1,0,0,21,0,0,6,6,6,12.5,0,0,6,6,6,12.6666666666667,0,7.6,2.6,0.32,"Graduate"
"Single",5,9238,1,"Secondary education",101,37,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",119.9,1,0,1,0,0,0,22,1,5,11,16,9,10.8888888888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,"Graduate"
"Single",1,171,1,"Secondary education",110,19,2,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.7,1,0,1,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Graduate"
"Facto union",1,9238,1,"Secondary education",130,19,38,"Unskilled worker","Other",146,0,0,0,1,1,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,"Graduate"
"Single",1,9254,1,"Secondary education",112,37,37,"Unskilled worker","Unskilled worker",108.5,0,0,0,1,1,0,21,0,0,6,6,6,12.6666666666667,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9500,1,"Secondary education",133.1,38,38,"Personal Services, Security and Safety Workers and Sellers","Other",101,0,0,0,1,1,0,20,0,0,7,14,5,12.8785714285714,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,"Graduate"
"Single",2,9670,1,"Secondary education",121,37,38,"Administrative staff","Other",111.9,1,0,0,1,1,0,19,0,0,6,6,6,14.1666666666667,0,0,6,6,6,14,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9147,1,"Secondary education",139,38,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",127.1,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,"Graduate"
"Single",3,171,1,"Secondary education",125,37,37,"Personal Services, Security and Safety Workers and Sellers","Other",120.5,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Graduate"
"Single",4,9085,1,"Secondary education",137,38,38,"Other","Other",141.6,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12,0,7.6,2.6,0.32,"Graduate"
"Single",3,171,1,"Secondary education",140,37,37,"Unskilled worker","Unskilled worker",124.3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Graduate"
"Single",6,9670,1,"Secondary education",125,38,1,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",125,1,0,0,1,1,0,20,0,0,6,8,4,14.25,0,0,6,10,5,14,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Higher education",110,19,38,"Unskilled worker","Other",110,0,0,0,1,1,0,42,0,8,12,12,11,14.4545454545455,0,7,11,11,10,14.2,0,11.1,0.6,2.02,"Graduate"
"Single",1,9003,1,"Secondary education",133.1,38,38,"Administrative staff","Other",115,0,0,1,1,1,0,21,0,8,12,13,12,14.5384615384615,0,4,12,14,12,14.4615384615385,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9500,1,"Secondary education",132,1,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",129.6,0,1,0,1,1,0,23,0,0,7,10,6,12.7333333333333,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,"Graduate"
"Single",3,171,1,"Secondary education",155,4,3,"Other","Other",144.2,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"Single",2,9500,1,"Secondary education",144,38,37,"Unskilled worker","Unskilled worker",128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,"Graduate"
"Single",4,9119,1,"Secondary education",133,3,1,"Unskilled worker","Intermediate Level Technicians and Professions",123.2,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,"Graduate"
"Single",1,9670,1,"Secondary education",118,19,38,"Other","Unskilled worker",113.5,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14,0,12.4,0.5,1.79,"Graduate"
"Single",1,9130,1,"Secondary education",125,39,3,"Intermediate Level Technicians and Professions","Other",125,1,0,0,1,0,0,21,0,0,5,6,0,0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,"Graduate"
"Single",2,9500,1,"Secondary education",130,38,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",122.5,1,0,0,1,0,0,19,0,0,8,8,7,13.9371428571429,0,0,8,8,7,13.9371428571429,0,10.8,1.4,1.74,"Graduate"
"Single",1,9070,1,"Secondary education",148,3,1,"Other","Other",148,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.5833333333333,0,15.5,2.8,-4.06,"Graduate"
"Single",2,9773,1,"Secondary education",130,1,1,"Unskilled worker","Other",126.2,1,0,0,1,0,0,18,0,0,6,6,6,11.6666666666667,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,"Graduate"
"Single",4,9500,1,"Post-graduate studies",134,37,37,"Unskilled worker","Unskilled worker",129.8,1,0,0,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,"Graduate"
"Single",1,8014,0,"Secondary education",130,37,37,"Unskilled worker","Unskilled worker",120,0,0,0,1,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,"Graduate"
"Single",2,9500,1,"Secondary education",137,1,3,"Administrative staff","Intermediate Level Technicians and Professions",124.6,0,0,0,1,0,0,18,0,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9147,1,"Secondary education",150,37,37,"Unskilled worker","Unskilled worker",122,1,0,0,1,0,0,29,0,13,15,19,13,11.7692307692308,0,12,14,17,14,11.9285714285714,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9085,1,"Secondary education",133.1,19,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",110,1,0,0,1,0,1,21,0,0,6,8,6,13.2857142857143,0,0,6,11,6,13,0,11.1,0.6,2.02,"Graduate"
"Single",1,9238,1,"Secondary education",125,19,38,"Intermediate Level Technicians and Professions","Skilled Workers in Industry, Construction and Craftsmen",114.9,0,0,0,1,0,1,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,"Graduate"
"Single",1,9500,1,"Secondary education",141,37,38,"Other","Other",125.6,1,0,0,1,0,1,22,0,0,7,9,6,13.0816666666667,0,0,8,12,6,13.15,0,11.1,0.6,2.02,"Graduate"
"Single",3,9070,1,"Secondary education",138,38,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",125.1,1,0,0,1,0,1,19,0,0,6,6,6,12.6666666666667,0,0,6,6,6,13,0,15.5,2.8,-4.06,"Graduate"
"Single",4,9238,1,"Secondary education",127,1,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",120.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.4285714285714,0,11.1,0.6,2.02,"Graduate"
"Single",1,9238,1,"Secondary education",117,1,19,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",113.5,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,7,6,14.1428571428571,0,11.1,0.6,2.02,"Graduate"
"Single",1,9003,1,"Some higher education",160,3,1,"Other","Other",160,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9500,1,"Secondary education",135,3,3,"Other","Other",125.8,1,0,0,1,0,0,18,0,0,8,8,7,13.1542857142857,0,0,8,8,7,13.1542857142857,0,10.8,1.4,1.74,"Graduate"
"Single",3,9070,1,"Secondary education",139,1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",142.2,1,0,0,1,0,1,19,0,0,6,6,6,12.8333333333333,0,0,6,6,6,12.8333333333333,0,9.4,-0.8,-3.12,"Graduate"
"Single",2,9853,1,"Secondary education",125,1,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119.4,1,0,0,1,0,0,18,0,0,7,10,7,12.1428571428571,0,0,7,7,7,13.1428571428571,0,12.4,0.5,1.79,"Graduate"
"Single",2,9500,1,"Secondary education",134,19,19,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",131,1,0,0,1,1,0,18,0,0,7,9,7,14.5944444444444,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,"Graduate"
"Single",3,9119,1,"Secondary education",113,4,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",107.4,1,0,0,1,1,0,18,0,0,5,8,5,14,0,0,5,6,5,13.2,0,8.9,1.4,3.51,"Graduate"
"Single",1,9670,1,"Secondary education",141,19,38,"Unskilled worker","Unskilled worker",130.5,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.8571428571429,0,11.1,0.6,2.02,"Graduate"
"Divorced",1,8014,0,"Secondary education",140,38,37,"Unskilled worker","Unskilled worker",126,0,0,0,1,0,1,39,0,3,9,9,9,13.1111111111111,0,2,7,10,7,11.7142857142857,0,12.7,3.7,-1.7,"Graduate"
"Single",1,8014,0,"Secondary education dropout",100,34,34,"Other","Other",113,1,0,0,1,0,0,30,0,3,9,11,9,12.6666666666667,0,2,7,7,7,12.1428571428571,0,7.6,2.6,0.32,"Graduate"
"Single",3,9070,1,"Secondary education",147,34,37,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",135.8,1,0,0,1,0,0,20,0,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,8014,0,"Secondary education dropout",149,34,34,"Other","Other",126.3,0,0,0,1,0,0,55,0,0,6,6,6,13.8333333333333,0,1,6,6,6,12.8333333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,9238,1,"Secondary education",149,37,37,"Unskilled worker","Other",130.5,1,0,0,1,0,0,28,0,8,11,11,9,11.6666666666667,0,8,11,13,9,12.5555555555556,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Post-graduate studies",180,19,19,"Unskilled worker","Other",180,0,0,0,1,0,0,37,0,12,14,14,14,16.5,0,8,11,11,11,16.9090909090909,0,8.9,1.4,3.51,"Graduate"
"Single",1,9238,1,"Secondary education",110,14,14,"Other","Other",112.5,1,0,0,1,0,0,20,0,8,10,14,9,12.3333333333333,0,3,7,10,7,11.7777777777778,0,7.6,2.6,0.32,"Graduate"
"Single",6,9773,1,"Secondary education",141,37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",127.7,1,0,0,1,1,0,18,0,0,6,6,6,15.1666666666667,0,0,6,6,6,14.8333333333333,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9003,1,"Some higher education",140,37,37,"Unskilled worker","Other",140,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,"Graduate"
"Single",3,9500,1,"Secondary education",143,1,1,"Administrative staff","Other",129,1,0,0,1,1,0,18,0,0,8,8,7,12.3657142857143,0,0,8,8,7,12.3657142857143,0,10.8,1.4,1.74,"Graduate"
"Single",1,9130,1,"Secondary education",133.1,6,11,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",138.4,0,0,0,1,1,0,21,0,0,5,8,3,14,0,0,5,5,5,12.8,0,7.6,2.6,0.32,"Graduate"
"Single",4,9773,1,"Secondary education",124,3,12,"Other","Unskilled worker",137,1,0,0,1,1,0,20,0,0,6,6,6,16.8333333333333,0,0,6,6,6,16.6666666666667,0,8.9,1.4,3.51,"Graduate"
"Single",1,9991,0,"Secondary education dropout",133.1,38,19,"Unskilled worker","Other",142.7,0,0,1,1,1,1,34,0,0,5,11,5,14.7142857142857,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,"Graduate"
"Single",1,9773,1,"Secondary education",140,19,38,"Unskilled worker","Unskilled worker",132,0,0,0,1,1,1,18,0,0,6,6,5,12,0,0,6,6,6,12.8333333333333,0,12.7,3.7,-1.7,"Graduate"
"Single",2,9238,1,"Secondary education",124,38,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",129.6,1,0,0,1,1,0,19,0,0,6,10,6,11.125,0,0,6,7,6,11.8571428571429,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Secondary education",152,19,19,"Administrative staff","Unskilled worker",132.5,0,0,0,1,1,0,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,"Graduate"
"Single",1,9670,1,"Secondary education",133.1,1,37,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",150,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.3333333333333,0,11.1,0.6,2.02,"Graduate"
"Single",1,9147,1,"Secondary education",124,38,38,"Unskilled worker","Unskilled worker",115.6,0,0,0,1,1,1,20,0,0,5,8,5,12.375,0,0,5,7,5,11.6666666666667,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9500,1,"Secondary education",141,1,1,"Administrative staff","Intermediate Level Technicians and Professions",126.8,1,0,0,1,0,1,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,"Graduate"
"Single",4,9500,1,"Post-graduate studies",118.9,38,37,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",118.9,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,"Graduate"
"Married",1,9991,0,"Secondary education",160,37,37,"Unskilled worker","Unskilled worker",160,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.1666666666667,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9500,1,"Higher education",140,1,37,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",140,0,0,0,1,0,0,30,0,0,8,8,7,15.6757142857143,0,0,8,8,7,15.6757142857143,0,10.8,1.4,1.74,"Graduate"
"Single",1,9238,1,"Secondary education",122,38,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",114.7,0,0,1,1,0,1,18,0,0,6,9,6,10.8333333333333,0,0,6,8,6,12,0,11.1,0.6,2.02,"Graduate"
"Single",2,9556,1,"Secondary education",130,1,38,"Intermediate Level Technicians and Professions","Other",119.5,1,0,0,1,0,1,21,0,0,7,7,7,12.2428571428571,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,"Graduate"
"Single",3,9147,1,"Secondary education",143,1,1,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",133.2,1,0,0,1,0,1,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9500,1,"Secondary education",140,38,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",130,1,0,0,1,1,1,18,0,0,7,7,6,13.1833333333333,0,0,7,7,6,13.1833333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Secondary education",134,38,1,"Unskilled worker","Other",133.5,1,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9254,1,"Secondary education",130,37,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",120,1,0,0,1,0,0,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,NA,-0.8,-3.12,"Graduate"
"Single",2,9500,1,"Secondary education",124,37,37,"Unskilled worker","Unskilled worker",116,1,0,0,1,0,1,21,0,0,8,8,7,13.9571428571429,0,0,8,8,7,13.9571428571429,0,12.7,3.7,-1.7,"Graduate"
"Married",1,9238,1,"Secondary education",126.6,38,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",107.5,0,0,1,1,0,1,42,0,0,6,8,6,13.3333333333333,0,0,6,7,6,15.2857142857143,0,11.1,0.6,2.02,"Graduate"
"Married",1,8014,0,"Some higher education",160,37,19,"Unskilled worker","Other",155.9,0,0,0,1,0,0,33,0,3,6,7,6,15.7142857142857,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9670,1,"Secondary education",130,26,30,"Other","Personal Services, Security and Safety Workers and Sellers",128.6,1,0,1,1,0,0,19,0,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,"Graduate"
"Single",1,9147,1,"Secondary education",138,37,37,"Unskilled worker","Other",145,1,0,0,1,0,0,18,0,0,5,6,5,13,0,0,5,5,5,14,0,7.6,2.6,0.32,"Graduate"
"Single",1,8014,0,"Secondary education",120,38,37,"Other","Other",113,0,0,0,1,0,1,24,0,0,6,11,4,12,0,0,6,7,6,13,0,10.8,1.4,1.74,"Graduate"
"Single",1,9853,1,"Secondary education",135,19,12,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",137.1,1,0,0,1,0,0,18,0,0,6,6,6,13.3333333333333,0,0,6,7,6,12.3333333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Secondary education",121,1,1,"Administrative staff","Intermediate Level Technicians and Professions",120.5,1,0,0,1,0,0,21,0,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,"Graduate"
"Single",4,9500,1,"Secondary education",132,38,19,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",125.5,0,0,0,1,0,1,19,0,0,7,8,6,13.58,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9238,1,"Secondary education",128,19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.5,1,0,0,1,0,1,18,0,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,"Graduate"
"Single",5,9500,1,"Secondary education",147,19,1,"Administrative staff","Intermediate Level Technicians and Professions",138.5,1,0,0,1,0,0,19,0,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,"Graduate"
"Single",6,171,1,"Secondary education",134,19,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",126,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9773,1,"Secondary education",151,1,1,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",146.5,0,0,0,1,0,1,18,1,0,6,6,6,13.3333333333333,0,0,6,6,6,14.1666666666667,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9130,1,"Secondary education",132,3,1,"Administrative staff","Unskilled worker",121.9,1,0,0,1,0,0,18,0,0,6,8,6,14.5,0,0,6,9,6,12.8571428571429,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9991,0,"Some higher education",130,19,19,"Other","Intermediate Level Technicians and Professions",130,0,0,0,1,0,0,26,0,5,10,13,8,12.6666666666667,0,5,10,12,10,13.4,0,11.1,0.6,2.02,"Graduate"
"Single",2,9500,1,"Secondary education",138,19,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128,1,0,0,1,0,0,19,0,0,7,7,7,14.2085714285714,0,0,8,9,8,15.1277777777778,0,11.1,0.6,2.02,"Graduate"
"Single",5,9500,1,"Secondary education",118,3,1,"Personal Services, Security and Safety Workers and Sellers","Other",113.5,1,0,0,1,0,0,20,0,0,7,7,7,14.3071428571429,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,"Graduate"
"Single",3,9238,1,"Secondary education",141,3,3,"Other","Other",124.9,1,0,0,1,0,0,19,0,0,6,10,6,12,0,0,6,12,4,11,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9773,1,"Secondary education",115,37,37,"Unskilled worker","Other",116.1,1,0,0,1,0,1,18,0,0,6,7,6,13.8571428571429,0,0,6,7,6,14.2857142857143,0,13.9,-0.3,0.79,"Graduate"
"Single",2,171,1,"Secondary education",142,3,1,"Other","Other",139.4,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9670,1,"Secondary education",150,37,19,"Unskilled worker","Other",135.6,0,0,0,1,0,1,43,0,0,6,8,5,11,0,0,6,9,5,13,0,12.4,0.5,1.79,"Graduate"
"Single",1,9147,1,"Secondary education",153,1,19,"Unskilled worker","Other",147.8,0,0,0,1,0,1,18,0,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,"Graduate"
"Single",6,9500,1,"Secondary education",144,1,19,"Unskilled worker","Other",130.8,1,0,0,1,0,1,19,0,0,8,8,7,14.2142857142857,0,0,8,8,7,14.2142857142857,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9085,1,"Secondary education",130,37,11,"Other","Other",122.6,0,0,0,1,0,0,18,0,0,5,5,5,13,0,0,5,5,5,12.4,0,7.6,2.6,0.32,"Graduate"
"Single",3,9147,1,"Secondary education",133,38,19,"Unskilled worker","Other",125,1,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9085,1,"Secondary education",140,37,38,"Other","Unskilled worker",129.9,0,0,0,1,0,0,19,0,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,"Graduate"
"Single",4,9500,1,"Secondary education",133,19,19,"Intermediate Level Technicians and Professions","Other",131.1,1,0,0,1,0,0,18,0,0,7,7,7,13.9714285714286,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9085,1,"Secondary education",154,38,37,"Administrative staff","Other",141.4,0,0,0,1,0,1,19,0,0,6,8,6,15,0,0,6,9,6,14.8571428571429,0,11.1,0.6,2.02,"Graduate"
"Single",3,9500,1,"Secondary education",132,37,37,"Administrative staff","Intermediate Level Technicians and Professions",127.3,1,0,0,1,0,0,20,0,0,7,7,6,13.3833333333333,0,0,7,7,6,13.3833333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,171,1,"Secondary education",133.1,19,38,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131.8,1,0,1,1,0,0,20,0,6,12,12,12,13.25,0,4,11,16,10,13.0909090909091,0,8.9,1.4,3.51,"Graduate"
"Single",1,9085,1,"Some higher education",150,3,19,"Other","Other",150,1,0,0,1,0,0,22,0,1,6,9,6,13,0,1,6,18,3,12.6666666666667,0,12.4,0.5,1.79,"Graduate"
"Single",1,9991,0,"Some higher education",160,37,37,"Unskilled worker","Unskilled worker",160,0,0,0,1,0,0,26,0,0,5,5,5,12,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9070,1,"Secondary education",131,37,37,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",131.7,1,0,0,1,0,0,20,0,0,6,6,6,12.1666666666667,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9500,1,"Secondary education",114,19,38,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",112.6,1,0,0,1,0,0,19,0,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,"Graduate"
"Single",3,9500,1,"Secondary education",140,1,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",127.5,1,0,1,1,0,1,20,0,0,7,9,7,12.3277777777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9085,1,"Secondary education",130,19,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",120.2,1,0,0,1,0,0,20,0,0,5,9,4,12,0,0,5,10,5,13.4285714285714,1,10.8,1.4,1.74,"Graduate"
"Single",4,9500,1,"Secondary education",121,37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",118.9,1,0,0,1,0,0,21,0,0,7,7,7,14.4285714285714,0,0,8,9,8,14.5111111111111,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9853,1,"Secondary education",131,19,19,"Intermediate Level Technicians and Professions","Skilled Workers in Industry, Construction and Craftsmen",127.9,1,0,0,1,0,1,18,0,0,7,7,7,14.8571428571429,0,0,7,7,7,15.1428571428571,0,13.9,-0.3,0.79,"Graduate"
"Single",6,9238,1,"Secondary education",117,1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",114.6,0,0,0,1,0,1,18,0,0,6,7,6,12.1428571428571,0,0,6,6,6,13.3333333333333,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9085,1,"Secondary education",151,40,4,"Other","Other",144.5,1,0,0,1,0,0,18,0,0,6,7,6,15.6666666666667,0,0,6,6,6,14.8333333333333,0,8.9,1.4,3.51,"Graduate"
"Single",1,9500,1,"Secondary education",131,1,19,"Administrative staff","Intermediate Level Technicians and Professions",125.4,1,0,0,1,0,0,19,0,0,7,13,5,12.5,0,0,8,14,7,12.1666666666667,0,15.5,2.8,-4.06,"Graduate"
