"locality","type_of_property","subtype_of_property","price","type_of_sale","number_of_rooms","house_area","fully_equipped_kitchen","furnished","open_fire","terrace","terrace_area","garden","garden_area","surface_of_the_land","surface_of_the_plot_of_land","number_of_facades","swimming_pool","state_of_the_building","construction_year"
1800,"apartment","duplex","245000","for sale",3,"150",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","1950"
7370,"house","house","120000","for sale",3,"None",1,"None",0,0,"None",0,"None",215,"None","2",0,"None","None"
8570,"apartment","apartment","260000","for sale",2,"103",0,"None",0,1,"27",0,"None",NA,"None","4",0,"as new","2021"
8400,"house","house","225000","for sale",2,"None",0,"None",0,0,"None",0,"None",500,"None","3",0,"None","1965"
4287,"house","house","235000","for sale",3,"130",1,"None",0,0,"None",0,"None",670,"None","4",0,"good","None"
7020,"apartment","apartment","160000","for sale",2,"80",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2001"
7180,"house","house","175000","for sale",4,"165",1,"None",0,0,"None",0,"None",0,"None","2",0,"good","None"
4041,"house","villa","250000","for sale",3,"131",1,"None",0,1,"70",0,"None",801,"None","4",0,"good","None"
9506,"house","house","199000","for sale",2,"None",0,"None",0,1,"None",0,"None",500,"None","None",0,"as new","None"
3650,"apartment","apartment","215000","for sale",2,"None",0,"None",0,0,"None",0,"None",NA,"None","2",0,"None","2019"
9230,"house","house","295000","for sale",3,"None",0,"None",0,0,"None",0,"None",820,"None","None",0,"to renovate","None"
8380,"apartment","apartment","249000","for sale",2,"102",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","2005"
8000,"apartment","apartment","275000","for sale",2,"97",0,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","None"
1490,"apartment","ground floor","125000","for sale",1,"50",1,"None",0,1,"15",0,"None",NA,"None","2",0,"to be done up","1970"
3800,"house","house","320000","for sale",2,"None",1,"None",0,0,"None",0,"None",7340,"None","3",0,"just renovated","None"
2550,"house","house","422200","for sale",3,"182",1,"None",0,0,"None",1,"None",348,"None","3",0,"as new","2020"
9190,"apartment","ground floor","235000","for sale",2,"96",1,"None",0,1,"20",1,"50",NA,"None","2",0,"None","2021"
8470,"apartment","apartment","357500","for sale",3,"130",1,"None",0,1,"13",0,"None",NA,"None","2",0,"good","2020"
9240,"apartment","apartment","300000","for sale",2,"161",0,"None",0,1,"None",1,"51",NA,"None","None",0,"None","2020"
8670,"apartment","apartment","425000","for sale",2,"95",1,"None",0,1,"15",0,"None",NA,"None","None",0,"as new","None"
3620,"apartment","apartment","339000","for sale",2,"125",1,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2012"
4850,"house","house","160000","for sale",4,"170",1,"None",0,1,"20",0,"None",380,"None","2",0,"good","None"
1180,"apartment","apartment","420000","for sale",3,"110",1,"None",0,1,"None",0,"None",NA,"None","None",0,"good","None"
6900,"house","house","225000","for sale",3,"150",1,"None",0,1,"30",1,"536",536,"None","4",0,"good","None"
8400,"apartment","flat studio","120000","for sale",0,"32",0,"None",0,1,"6",0,"None",NA,"None","1",0,"good","1981"
3020,"apartment","duplex","399999","for sale",3,"145",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","2016"
9100,"house","villa","629000","for sale",6,"500",1,"None",0,1,"50",1,"43800",846,"None","None",0,"as new","None"
3850,"apartment","apartment","217120","for sale",2,"100",1,"None",0,1,"None",1,"None",NA,"None","None",0,"as new","2021"
8490,"apartment","apartment","242000","for sale",2,"81",0,"None",0,1,"7",1,"None",NA,"None","None",0,"None","2020"
9160,"house","house","849000","for sale",3,"None",0,"None",0,0,"None",0,"None",8214,"None","None",0,"as new","2005"
8420,"apartment","apartment","255000","for sale",2,"55",0,"None",0,0,"None",0,"None",NA,"None","None",0,"to be done up","1965"
4140,"house","villa","250000","for sale",3,"142",1,"None",0,1,"18",1,"700",783,"None","4",0,"good","1965"
6224,"house","villa","100000","for sale",4,"155",1,"None",0,1,"None",0,"None",1162,"None","4",0,"good","1991"
8380,"house","house","225000","for sale",4,"122",1,"None",0,0,"None",0,"None",83,"None","3",0,"good","1949"
7500,"apartment","apartment","198000","for sale",2,"100",1,"None",0,1,"None",0,"None",NA,"None","2",0,"as new","2004"
8750,"apartment","ground floor","269000","for sale",0,"87",0,"None",0,0,"None",0,"None",NA,"None","4",0,"None","2018"
8700,"apartment","apartment","300000","for sale",2,"88",1,"None",0,1,"62",1,"None",NA,"None","None",0,"None","None"
1070,"apartment","apartment","285000","for sale",2,"100",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","2001"
9700,"house","villa","875000","for sale",5,"555",1,"None",1,1,"80",1,"4420",4730,"None","4",0,"None","1967"
4450,"house","house","105000","for sale",2,"80",1,"None",0,0,"None",1,"40",80,"None","3",0,"to renovate","None"
9600,"house","villa","295000","for sale",3,"161",1,"None",0,0,"None",0,"None",1081,"None","4",0,"to be done up","1981"
2560,"house","mixed use building","320000","for sale",3,"183",1,"None",0,0,"None",0,"None",536,"None","2",0,"good","None"
1140,"apartment","apartment","255000","for sale",3,"90",1,"None",1,1,"None",0,"None",NA,"None","4",0,"just renovated","None"
9050,"house","house","308000","for sale",3,"156",0,"None",0,1,"None",0,"None",0,"None","2",0,"None","1950"
4400,"house","house","135000","for sale",2,"None",1,"None",0,0,"None",0,"None",308,"None","2",0,"None","None"
9140,"apartment","duplex","249000","for sale",3,"110",1,"None",0,1,"6",0,"None",NA,"None","2",0,"good","2000"
9240,"apartment","duplex","265000","for sale",2,"None",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2018"
6041,"house","house","83000","for sale",2,"130",1,"None",0,1,"30",1,"105",170,"None","2",0,"to renovate","None"
1090,"apartment","apartment","240000","for sale",2,"100",0,"None",0,1,"20",0,"None",NA,"None","2",0,"good","1956"
6000,"apartment","flat studio","105000","for sale",1,"None",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","None"
9160,"house","house","325000","for sale",4,"196",1,"None",0,1,"40",1,"80",375,"None","3",0,"good","None"
1180,"apartment","ground floor","750000","for sale",3,"160",1,"None",0,1,"44",1,"100",NA,"None","None",0,"to be done up","1975"
2640,"house","house","395000","for sale",4,"163",1,"None",0,1,"None",1,"42",140,"None","2",0,"good","1930"
9550,"apartment","apartment","237000","for sale",2,"110",1,"None",0,1,"None",1,"None",NA,"None","3",0,"good","2005"
9230,"house","house","260000","for sale",4,"168",1,"None",0,0,"None",0,"None",446,"None","2",0,"None","None"
9000,"house","house","247000","for sale",5,"124",0,"None",0,0,"None",1,"8",68,"None","None",0,"good","1938"
8620,"house","mixed use building","190000","for sale",2,"123",0,"None",0,0,"None",0,"None",41,"None","2",0,"good","None"
8510,"house","villa","280000","for sale",3,"None",1,"None",0,0,"None",0,"None",0,"None","4",0,"good","None"
9280,"apartment","ground floor","225000","for sale",2,"110",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","None"
2870,"house","house","382500","for sale",3,"None",0,"None",0,0,"None",1,"None",436,"None","3",0,"None","None"
3520,"house","house","395000","for sale",3,"215",0,"None",0,1,"None",0,"None",1222,"None","4",0,"good","1987"
6470,"house","house","200000","for sale",10,"None",0,"None",0,0,"None",0,"None",0,"None","3",0,"None","None"
7134,"house","house","65000","for sale",2,"138",1,"None",0,1,"None",0,"None",95,"None","2",0,"to renovate","None"
4000,"apartment","apartment","99000","for sale",1,"53",1,"None",0,1,"None",0,"None",NA,"None","None",0,"good","None"
4430,"apartment","ground floor","219500","for sale",2,"119",1,"None",0,1,"13",0,"None",NA,"None","4",0,"None","2015"
1180,"house","house","695000","for sale",3,"None",1,"None",0,1,"50",1,"300",430,"None","4",0,"as new","1997"
6042,"house","house","199000","for sale",5,"229",1,"None",0,1,"None",0,"None",241,"None","2",0,"good","None"
6140,"house","house","110000","for sale",3,"None",0,"None",0,1,"None",0,"None",0,"None","2",0,"to renovate","None"
9090,"house","house","374500","for sale",3,"None",1,"None",0,1,"None",0,"None",480,"None","None",0,"to renovate","None"
8740,"house","house","299000","for sale",5,"None",0,"None",0,0,"None",1,"None",457,"None","None",0,"None","2016"
3700,"house","villa","219000","for sale",3,"None",0,"None",0,0,"None",0,"None",0,"None","3",0,"as new","None"
6000,"house","house","132500","for sale",4,"None",0,"None",0,0,"None",0,"None",250,"None","3",0,"to renovate","None"
1740,"house","house","430000","for sale",3,"152",1,"None",0,1,"22",1,"515",515,"None","None",0,"None","2020"
1020,"house","house","385000","for sale",3,"165",1,"None",0,1,"22",1,"104",200,"None","2",0,"good","1930"
8690,"house","house","135000","for sale",5,"None",1,"None",0,0,"None",0,"None",85,"None","2",0,"None","None"
3010,"apartment","duplex","347400","for sale",2,"116",1,"None",0,1,"17",0,"None",NA,"None","None",0,"as new","2019"
2440,"apartment","apartment","180000","for sale",2,"101",0,"None",0,1,"None",0,"None",NA,"None","3",0,"good","1975"
6940,"house","house","199000","for sale",5,"220",1,"None",1,1,"50",1,"840",840,"None","4",0,"None","2007"
1030,"house","mansion","795000","for sale",5,"235",1,"None",0,1,"25",1,"250",434,"None","3",0,"to renovate","None"
7160,"house","house","65000","for sale",3,"None",0,"None",0,0,"None",0,"None",0,"None","None",0,"to renovate","None"
2400,"apartment","apartment","225000","for sale",2,"None",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2016"
8880,"house","house","195000","for sale",3,"177",1,"None",0,1,"None",1,"None",459,"None","2",0,"to be done up","1950"
6200,"house","house","149500","for sale",3,"124",0,"None",0,1,"None",1,"70",180,"None","2",0,"None","None"
8800,"house","house","289000","for sale",3,"None",0,"None",0,0,"None",0,"None",350,"None","3",0,"as new","None"
4041,"apartment","apartment","209750","for sale",2,"71",1,"None",0,1,"16",1,"75",NA,"None","None",0,"None","2020"
9000,"apartment","apartment","445000","for sale",2,"121",1,"None",0,0,"None",1,"None",NA,"None","None",0,"as new","2005"
6560,"house","mixed use building","395000","for sale",6,"1500",0,"None",0,0,"None",0,"None",0,"None","3",0,"good","None"
1190,"apartment","apartment","605000","for sale",3,"185",1,"None",0,1,"10",0,"None",NA,"None","2",0,"good","1962"
3600,"apartment","apartment","198059","for sale",2,"85",0,"None",0,1,"9",0,"None",NA,"None","None",0,"as new","2019"
2660,"apartment","ground floor","258500","for sale",3,"None",1,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2020"
4780,"apartment","apartment","315000","for sale",3,"124",1,"None",0,1,"13",0,"None",NA,"None","2",0,"as new","2021"
8553,"apartment","apartment","254000","for sale",2,"None",0,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","None"
8620,"house","house","225000","for sale",3,"120",1,"None",1,1,"16",1,"150",250,"None","4",1,"None","2006"
9160,"house","house","349000","for sale",3,"250",1,"None",0,1,"25",1,"400",600,"None","4",0,"good","None"
8520,"apartment","apartment","220000","for sale",2,"90",1,"None",0,1,"10",1,"None",NA,"None","2",0,"as new","2019"
3080,"house","house","450000","for sale",4,"190",0,"None",0,0,"None",0,"None",713,"None","4",0,"good","None"
2060,"house","house","369000","for sale",4,"180",1,"None",0,1,"15",0,"None",80,"None","2",0,"good","1903"
8790,"apartment","apartment","239500","for sale",2,"85",1,"None",0,0,"None",1,"28",NA,"None","4",0,"as new","2016"
9130,"apartment","apartment","185000","for sale",1,"70",1,"None",0,1,"None",1,"None",NA,"None","2",0,"just renovated","None"
1930,"apartment","apartment","159000","for sale",1,"59",1,"None",0,1,"None",0,"None",NA,"None","2",0,"None","None"
6042,"house","house","75000","for sale",3,"None",0,"None",0,0,"None",0,"None",0,"None","3",0,"to be done up","None"
8620,"apartment","apartment","375000","for sale",3,"125",1,"None",0,0,"None",0,"None",NA,"None","None",0,"None","2019"
6673,"house","mixed use building","374900","for sale",9,"619",0,"None",0,0,"None",0,"None",7325,"None","4",0,"to renovate","1900"
8400,"apartment","apartment","599000","for sale",2,"98",0,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2015"
8380,"house","house","325000","for sale",5,"205",0,"None",0,1,"None",0,"None",343,"None","2",0,"to renovate","1971"
4800,"house","apartment block","310000","for sale",6,"400",1,"None",0,0,"None",0,"None",190,"None","3",0,"good","None"
9600,"house","town house","210000","for sale",3,"None",1,"None",0,1,"None",1,"None",152,"None","None",0,"as new","1958"
9620,"apartment","apartment","240000","for sale",2,"125",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2021"
1070,"house","house","495000","for sale",4,"280",1,"None",0,1,"5",1,"160",290,"None","2",0,"good","1954"
9600,"apartment","apartment","182564","for sale",2,"85",0,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2020"
3300,"apartment","apartment","144000","for sale",2,"75",1,"None",0,0,"None",0,"None",NA,"None","3",0,"None","None"
2300,"apartment","apartment","242000","for sale",1,"73",0,"None",0,0,"None",0,"None",NA,"None","4",0,"as new","2013"
3700,"house","house","268000","for sale",2,"None",1,"None",0,1,"9",1,"40",172,"None","2",0,"None","None"
6600,"apartment","apartment","255000","for sale",2,"112",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2018"
8400,"apartment","apartment","275000","for sale",2,"110",1,"None",0,1,"30",0,"None",NA,"None","2",0,"as new","1990"
1190,"apartment","duplex","349000","for sale",3,"140",1,"None",0,1,"18",0,"None",NA,"None","2",0,"as new","2018"
2220,"house","house","248000","for sale",4,"None",1,"None",0,1,"None",0,"None",630,"None","3",0,"to renovate","None"
7300,"house","apartment block","142500","for sale",3,"112",1,"None",0,1,"30",0,"None",100,"None","3",0,"good","None"
6880,"house","apartment block","130000","for sale",4,"133",1,"None",0,1,"None",0,"None",195,"None","2",0,"None","None"
8300,"apartment","apartment","495000","for sale",2,"82",1,"None",0,0,"None",0,"None",NA,"None","None",0,"None","2013"
3980,"house","house","465000","for sale",4,"325",0,"None",0,1,"None",0,"None",1418,"None","4",0,"None","None"
9300,"apartment","apartment","215000","for sale",2,"98",0,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2005"
8370,"apartment","duplex","232000","for sale",2,"98",1,"None",0,1,"None",0,"None",NA,"None","None",0,"good","None"
1495,"house","villa","420000","for sale",3,"210",1,"None",0,0,"None",1,"1000",1145,"None","4",0,"good","1970"
4100,"house","house","335000","for sale",4,"None",1,"None",0,1,"None",1,"640",894,"None","3",0,"to be done up","1970"
1790,"house","house","205000","for sale",1,"None",1,"None",0,1,"None",0,"None",988,"None","None",0,"None","1994"
9040,"apartment","apartment","215000","for sale",2,"89",0,"None",0,1,"6",0,"None",NA,"None","2",0,"to renovate","1982"
9000,"apartment","ground floor","424500","for sale",2,"107",0,"None",0,1,"17",0,"None",NA,"None","None",0,"as new","None"
1040,"apartment","ground floor","295000","for sale",1,"130",1,"None",0,1,"4",0,"None",NA,"None","2",0,"to renovate","1958"
9402,"house","house","549000","for sale",4,"336",1,"None",0,1,"83",1,"712",1048,"None","4",0,"just renovated","1989"
6000,"house","mixed use building","350000","for sale",0,"None",0,"None",0,0,"None",0,"None",0,"None","2",0,"good","None"
2500,"apartment","apartment","129600","for sale",1,"40",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1973"
8300,"apartment","duplex","795000","for sale",3,"130",1,"None",0,1,"None",1,"None",NA,"None","1",0,"None","None"
9400,"apartment","apartment","169000","for sale",2,"None",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1999"
4280,"apartment","apartment","244800","for sale",2,"95",1,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2020"
1560,"apartment","apartment","489750","for sale",3,"161",0,"None",0,1,"32",1,"37",NA,"None","None",0,"None","None"
1160,"apartment","apartment","630000","for sale",3,"160",1,"None",0,1,"23",0,"None",NA,"None","4",0,"as new","2018"
7331,"house","house","239500","for sale",5,"305",0,"None",0,0,"None",0,"None",0,"None","2",0,"None","None"
9700,"apartment","apartment","325000","for sale",2,"120",1,"None",0,1,"5",0,"None",NA,"None","None",0,"as new","2009"
1060,"apartment","apartment","215000","for sale",2,"75",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","2011"
1200,"apartment","apartment","229000","for sale",2,"77",1,"None",0,1,"12",0,"None",NA,"None","None",0,"None","1964"
1000,"apartment","apartment","189000","for sale",2,"90",1,"None",0,0,"None",0,"None",NA,"None","None",0,"good","1950"
3970,"house","house","231500","for sale",3,"150",0,"None",0,0,"None",0,"None",400,"None","3",0,"as new","2020"
8930,"apartment","apartment","190000","for sale",2,"100",1,"None",0,1,"12",1,"40",NA,"None","None",0,"as new","2003"
9100,"house","house","312676","for sale",4,"None",0,"None",0,0,"None",0,"None",0,"None","None",0,"as new","None"
9450,"house","house","349000","for sale",3,"313",1,"None",0,1,"110",0,"None",1329,"None","2",0,"as new","1948"
